x,world-population,terrestrial-biosphere-degradation,domesticated-land,coastal-nitrogen,tropical-forest-lost,shrimp-aquaculture,ocean-acidification,marine-fish-capture,stratospheric-ozone,surface-temperature,nitrous-dioxide,methane,carbon-dioxide,international-tourism,telecommunications,transportation,fertilizer-consumption,paper-production,water-use,large-dam,primary-energy-use,foreign-direct-investement,real-gdp,urban-population
0.556213,,0.154375,,,,,,,,,,,,,,,,,,,,,,
0.559643,,,,,,,,,,,,,,,,,,,,,0.046929,,,
0.560001,0.15627,,,,,,,,,,,,,,,,,,,,,,,
0.562865,,,0.274415,,,,,,,,,,,,,,,,,,,,,
0.56441,,,,,,,,,,,,0.162566,,,,,,,,,,,,
0.566342,,,,,,,,,,,0.148118,,,,,,,,,,,,,
0.566386,,,,,0.130523,,,,,,,,,,,,,,,,,,,
0.566618,,,,,,,,,,,,,,,,,,,,,,,,0.03815
0.567969,,,,,,,,,,,,,,,,,,,,0.003593,,,,
0.568593,,,,,,,,,,,,,,,,,,,,,,,0.006736,
0.569643,,,,0.0922,,,,,,,,,,,,,,,,,,,,
0.570142,,,,,,,,,,,,,0.144986,,,,,,,,,,,
0.571124,,,,,,,,,,0.25747,,,,,,,,,,,,,,
0.571375,,0.157557,,,,,,,,,,,,,,,,,,,,,,
0.57481,,,,,,,,,,,,,,,,,,,,,0.048226,,,
0.575166,0.158196,,,,,,,,,,,,,,,,,,,,,,,
0.576795,,,,,,,0.075567,,,,,,,,,,,,,,,,,
0.578025,,,0.278226,,,,,,,,,,,,,,,,,,,,,
0.579571,,,,,,,,,,,,0.165748,,,,,,,,,,,,
0.579969,,,,,,,,,,,,,,,,,,,,,,,0.007395,
0.581502,,,,,,,,,,,0.151928,,,,,,,,,,,,,
0.581548,,,,,0.133705,,,,,,,,,,,,,,,,,,,
0.582416,,,,,,,,,,,,,,,,,,,,,,,,0.039449
0.58377,,,,,,,,,,,,,,,,,,,,0.003635,,,,
0.584808,,,,0.094125,,,,,,,,,,,,,,,,,,,,
0.585656,,,,,,,,,,0.260023,,,,,,,,,,,,,,
0.585944,,,,,,,,,,,,,0.145028,,,,,,,,,,,
0.586537,,0.160739,,,,,,,,,,,,,,,,,,,,,,
0.590328,0.161378,,,,,,,,,,,,,,,,,,,,,,,
0.59061,,,,,,,,,,,,,,,,,,,,,0.048897,,,
0.591916,,,0.283918,,,,,,,,,,,,,,,,,,,,,
0.594649,,,,,,,0.076243,,,,,,,,,,,,,,,,,
0.59514,,,,,,,,,,,,,,,,,,,,,,,0.006807,
0.595373,,,,,,,,,,,,0.16579,,,,,,,,,,,,
0.595438,,,,,0.140026,,,,,,,,,,,,,,,,,,,
0.596032,,,,,,,,,,,0.155109,,,,,,,,,,,,,
0.597058,,,,,,,,,,0.249999,,,,,,,,,,,,,,
0.598218,,,,,,,,,,,,,,,,,,,,,,,,0.039491
0.599572,,,,,,,,,,,,,,,,,,,,0.003677,,,,
0.600489,,,,,,,,,,,,,0.141925,,,,,,,,,,,
0.600603,,,,0.096681,,,,,,,,,,,,,,,,,,,,
0.6017,,0.163293,,,,,,,,,,,,,,,,,,,,,,
0.602701,,,,,,,0.079249,,,,,,,,,,,,,,,,,
0.604677,,,,,,,,,,0.236194,,,,,,,,,,,,,,
0.605488,0.165188,,,,,,,,,,,,,,,,,,,,,,,
0.605808,,,0.28961,,,,,,,,,,,,,,,,,,,,,
0.606413,,,,,,,,,,,,,,,,,,,,,0.04831,,,
0.60933,,,,,0.14509,,,,,,,,,,,,,,,,,,,
0.60966,,,,,,,0.076597,,,,,,,,,,,,,,,,,
0.610557,,,,,,,,,,,0.160175,,,,,,,,,,,,,
0.61094,,,,,,,,,,,,,,,,,,,,,,,0.007477,
0.611175,,,,,,,,,,,,0.165832,,,,,,,,,,,,
0.612297,,,,,,,,,,0.22239,,,,,,,,,,,,,,
0.61402,,,,,,,,,,,,,,,,,,,,,,,,0.039533
0.615374,,,,,,,,,,,,,,,,,,,,0.003719,,,,
0.615769,,,,0.097978,,,,,,,,,,,,,,,,,,,,
0.615824,,,,,,,0.076299,,,,,,,,,,,,,,,,,
0.616296,,,,,,,,,,,,,0.140082,,,,,,,,,,,
0.61686,,0.167104,,,,,,,,,,,,,,,,,,,,,,
0.620329,,,0.295933,,,,,,,,,,,,,,,,,,,,,
0.620648,0.168999,,,,,,,,,,,,,,,,,,,,,,,
0.621179,,,,,,,,,,0.209217,,,,,,,,,,,,,,
0.621581,,,,,,,,,,,,,,,,,,,,,0.048979,,,
0.622134,,,,,,,0.0804,,,,,,,,,,,,,,,,,
0.623222,,,,,0.150783,,,,,,,,,,,,,,,,,,,
0.624445,,,,,,,,,,,0.167124,,,,,,,,,,,,,
0.626344,,,,,,,,,,,,0.165872,,,,,,,,,,,,
0.626737,,,,,,,,,,,,,,,,,,,,,,,0.009404,
0.629821,,,,,,,,,,,,,,,,,,,,,,,,0.039575
0.631175,,,,,,,,,,,,,,,,,,,,0.003761,,,,
0.631568,,,,0.099277,,,,,,,,,,,,,,,,,,,,
0.631948,,,,,,,,,,0.19982,,,,,,,,,,,,,,
0.632022,,0.170286,,,,,,,,,,,,,,,,,,,,,,
0.632097,,,,,,,,,,,,,0.140124,,,,,,,,,,,
0.634753,,,,,,,0.089231,,,,,,,,,,,,,,,,,
0.634852,,,0.301627,,,,,,,,,,,,,,,,,,,,,
0.635809,0.172181,,,,,,,,,,,,,,,,,,,,,,,
0.636742,,,,,,,,,,,,,,,,,,,,,0.052161,,,
0.637745,,,,,0.156477,,,,,,,,,,,,,,,,,,,
0.638336,,,,,,,,,,,0.172817,,,,,,,,,,,,,
0.640644,,,,,,,,,,,,,,,,,,,,,,,0.008813,
0.640869,,,,,,,,,,,,0.170938,,,,,,,,,,,,
0.643312,,,,,,,,,,0.204878,,,,,,,,,,,,,,
0.644989,,,,,,,,,,,,,,,,,,,,,,,,0.040244
0.646734,,,,0.100574,,,,,,,,,,,,,,,,,,,,
0.646977,,,,,,,,,,,,,,,,,,,,0.003803,,,,
0.647183,,0.173468,,,,,,,,,,,,,,,,,,,,,,
0.647899,,,,,,,,,,,,,0.140166,,,,,,,,,,,
0.649377,,,0.306693,,,,,,,,,,,,,,,,,,,,,
0.649918,,,,,,,0.091157,,,,,,,,,,,,,,,,,
0.651611,0.172223,,,,,,,,,,,,,,,,,,,,,,,
0.651636,,,,,0.162169,,,,,,,,,,,,,,,,,,,
0.652544,,,,,,,,,,,,,,,,,,,,,0.052204,,,
0.652761,,,,,,,,,,0.217471,,,,,,,,,,,,,,
0.652859,,,,,,,,,,,0.178511,,,,,,,,,,,,,
0.654762,,,,,,,,,,,,0.176002,,,,,,,,,,,,
0.655807,,,,,,,,,,,,,,,,,,,,,,,0.011367,
0.65968,,,,,,,,,,0.231314,,,,,,,,,,,,,,
0.660789,,,,,,,,,,,,,,,,,,,,,,,,0.040914
0.662343,,0.177279,,,,,,,,,,,,,,,,,,,,,,
0.662532,,,,0.101873,,,,,,,,,,,,,,,,,,,,
0.6637,,,,,,,,,,,,,0.140208,,,,,,,,,,,
0.663902,,,0.311759,,,,,,,,,,,,,,,,,,,,,
0.664035,,,,,,,,,,,,,,,,,,,,0.00699,,,,
0.664448,,,,,,,0.094337,,,,,,,,,,,,,,,,,
0.664895,,,,,0.16786,,,,,,,,,,,,,,,,,,,
0.666115,,,,,,,,,,,0.185458,,,,,,,,,,,,,
0.66723,,,,,,,,,,0.245158,,,,,,,,,,,,,,
0.667412,0.172265,,,,,,,,,,,,,,,,,,,,,,,
0.668346,,,,,,,,,,,,,,,,,,,,,0.052246,,,
0.668654,,,,,,,,,,,,0.181066,,,,,,,,,,,,
0.671608,,,,,,,,,,,,,,,,,,,,,,,0.011409,
0.676047,,,,,,,,,,0.257749,,,,,,,,,,,,,,
0.676589,,,,,,,,,,,,,,,,,,,,,,,,0.041585
0.676956,,,,,,,,,,,,,0.147155,,,,,,,,,,,
0.677503,,0.18109,,,,,,,,,,,,,,,,,,,,,,
0.6777,,,,0.102542,,,,,,,,,,,,,,,,,,,,
0.678425,,,0.317453,,,,,,,,,,,,,,,,,,,,,
0.678736,,,,,,,,,,,0.193661,,,,,,,,,,,,,
0.678785,,,,,0.174181,,,,,,,,,,,,,,,,,,,
0.679198,,,,,,,,,,,,,,,,,,,,0.009544,,,,
0.680246,,,,,,,0.095636,,,,,,,,,,,,,,,,,
0.682875,,,,,,,,,,,,,,,,,,,,,0.055426,,,
0.683184,,,,,,,,,,,,0.184247,,,,,,,,,,,,
0.683214,0.172308,,,,,,,,,,,,,,,,,,,,,,,
0.683536,,,,,,,,,,,,,,,,,,,,,,,,0.044117
0.68677,,,,,,,,,,,,,,,,,,,,,,,0.014591,
0.689301,,,,,,,,,,0.265325,,,,,,,,,,,,,,
0.690212,,,,,,,,,,,,,0.154103,,,,,,,,,,,
0.692033,,0.18427,,,,,,,,,,,,,,,,,,,,,,
0.692626,,,,,,,,,,,0.199982,,,,,,,,,,,,,
0.692676,,,,,0.179873,,,,,,,,,,,,,,,,,,,
0.692865,,,,,,,0.104467,,,,,,,,,,,,,,,,,
0.692952,,,0.32189,,,,,,,,,,,,,,,,,,,,,
0.6935,,,,0.103212,,,,,,,,,,,,,,,,,,,,
0.694999,,,,,,,,,,,,,,,,,,,,0.009586,,,,
0.69771,,,,,,,,,,,,0.188684,,,,,,,,,,,,
0.698382,0.172976,,,,,,,,,,,,,,,,,,,,,,,
0.698677,,,,,,,,,,,,,,,,,,,,,0.055468,,,
0.699334,,,,,,,,,,,,,,,,,,,,,,,,0.045416
0.700672,,,,,,,,,,,,,,,,,,,,,,,0.015885,
0.702832,,,,,,,,,,,,,0.162934,,,,,,,,,,,
0.704466,,,,,,,,,,0.267251,,,,,,,,,,,,,,
0.705877,,,,,,,,,,,0.208814,,,,,,,,,,,,,
0.706206,,,0.329466,,,,,,,,,,,,,,,,,,,,,
0.706566,,,,,0.186194,,,,,,,,,,,,,,,,,,,
0.707191,,0.188709,,,,,,,,,,,,,,,,,,,,,,
0.708027,,,,,,,0.107649,,,,,,,,,,,,,,,,,
0.7093,,,,0.103882,,,,,,,,,,,,,,,,,,,,
0.710801,,,,,,,,,,,,,,,,,,,,0.009628,,,,
0.712237,,,,,,,,,,,,0.193122,,,,,,,,,,,,
0.713208,,,,,,,,,,,,,,,,,,,,,0.05802,,,
0.714179,0.174903,,,,,,,,,,,,,,,,,,,,,,,
0.714499,,,,,,,,,,,,,,,,,,,,,,,,0.047341
0.715183,,,,,,,,,,0.27859,,,,,,,,,,,,,,
0.716474,,,,,,,,,,,,,,,,,,,,,,,0.015927,
0.716724,,,,,,,,,,,,,0.167998,,,,,,,,,,,
0.717862,,,,,,,,,,,0.218272,,,,,,,,,,,,,
0.719462,,,0.336414,,,,,,,,,,,,,,,,,,,,,
0.720454,,,,,0.193143,,,,,,,,,,,,,,,,,,,
0.721721,,0.19189,,,,,,,,,,,,,,,,,,,,,,
0.722553,,,,,,,0.112087,,,,,,,,,,,,,,,,,
0.722735,,,,,,,,,,0.291807,,,,,,,,,,,,,,
0.7251,,,,0.104553,,,,,,,,,,,,,,,,,,,,
0.726603,,,,,,,,,,,,,,,,,,,,0.00967,,,,
0.726763,,,,,,,,,,,,0.197559,,,,,,,,,,,,
0.728373,,,,,,,,,,,,,,,,,,,,,0.059946,,,
0.729344,0.176829,,,,,,,,,,,,,,,,,,,,,,,
0.729665,,,,,,,,,,,,,,,,,,,,,,,,0.048638
0.730285,,,,,,,,,,0.305651,,,,,,,,,,,,,,
0.73164,,,,,,,,,,,,,,,,,,,,,,,0.017224,
0.731752,,,,,,,,,,,0.224593,,,,,,,,,,,,,
0.732526,,,,,,,,,,,,,0.16804,,,,,,,,,,,
0.732715,,,0.344618,,,,,,,,,,,,,,,,,,,,,
0.734342,,,,,0.200093,,,,,,,,,,,,,,,,,,,
0.736247,,0.196327,,,,,,,,,,,,,,,,,,,,,,
0.737078,,,,,,,0.117153,,,,,,,,,,,,,,,,,
0.737244,,,,,,,,,,,,0.202065,,,,,,,,,,,,
0.740268,,,,0.105222,,,,,,,,,,,,,,,,,,,,
0.741293,,,,,,,,,,,,0.20074,,,,,,,,,,,,
0.742273,,,,,,,,,,0.313852,,,,,,,,,,,,,,
0.742404,,,,,,,,,,,,,,,,,,,,0.009712,,,,
0.744169,,,,,,,,,,,,,,,,,,,,,0.061873,,,
0.744371,,,,,,,,,,,0.233424,,,,,,,,,,,,,
0.744508,0.178754,,,,,,,,,,,,,,,,,,,,,,,
0.745464,,,,,,,,,,,,,,,,,,,,,,,,0.049937
0.746602,,,0.352196,,,,,,,,,,,,,,,,,,,,,
0.746808,,,,,,,,,,,,,,,,,,,,,,,0.017893,
0.74823,,,,,0.207042,,,,,,,,,,,,,,,,,,,
0.748326,,,,,,,,,,,,,0.16871,,,,,,,,,,,
0.748592,,,,,,,,,,,,0.202293,,,,,,,,,,,,
0.750775,,0.200136,,,,,,,,,,,,,,,,,,,,,,
0.750969,,,,,,,0.122845,,,,,,,,,,,,,,,,,
0.751152,,,,,,,,,,0.301936,,,,,,,,,,,,,,
0.752169,,,,,,,,,,,,0.204876,,,,,,,,,,,,
0.755819,,,,,,,,,,,,0.205177,,,,,,,,,,,,
0.75607,,,,0.105264,,,,,,,,,,,,,,,,,,,,
0.75699,,,,,,,,,,,0.242255,,,,,,,,,,,,,
0.757509,,,,,,,,,,0.2875,,,,,,,,,,,,,,
0.758203,,,,,,,,,,,,,,,,,,,,0.011011,,,,
0.758738,,,,,,,,,,,,0.205091,,,,,,,,,,,,
0.759334,,,,,,,,,,,,,,,,,,,,,0.063799,,,
0.759672,0.181308,,,,,,,,,,,,,,,,,,,,,,,
0.76049,,,0.359145,,,,,,,,,,,,,,,,,,,,,
0.760627,,,,,,,,,,,,,,,,,,,,,,,,0.052491
0.761486,,,,,0.213989,,,,,,,,,,,,,,,,,,,
0.761973,,,,,,,,,,,,,,,,,,,,,,,0.019818,
0.762854,,,,,,,,,,,,,0.172519,,,,,,,,,,,
0.762958,,,,,,,0.131046,,,,,,,,,,,,,,,,,
0.763235,,,,,,,,,,0.272434,,,,,,,,,,,,,,
0.765934,,0.204575,,,,,,,,,,,,,,,,,,,,,,
0.766093,,,,,,,,,,,,0.209861,,,,,,,,,,,,
0.768328,,,,,,,,,,0.257995,,,,,,,,,,,,,,
0.770878,,,,,,,,,,,0.249204,,,,,,,,,,,,,
0.770979,,,,,,,,,,,,0.208988,,,,,,,,,,,,
0.77187,,,,0.105934,,,,,,,,,,,,,,,,,,,,
0.773746,,,0.366092,,,,,,,,,,,,,,,,,,,,,
0.774053,,,,,,,,,,0.243557,,,,,,,,,,,,,,
0.774497,,,,,,,,,,,,,,,,,,,,,0.066352,,,
0.774743,,,,,0.220309,,,,,,,,,,,,,,,,,,,
0.774832,0.185119,,,,,,,,,,,,,,,,,,,,,,,
0.775788,,,,,,,,,,,,,,,,,,,,,,,,0.055673
0.776225,,,,,,,0.133595,,,,,,,,,,,,,,,,,
0.777377,,,,,,,,,,,,,0.178213,,,,,,,,,,,
0.777444,,,,,,,,,,,,0.208506,,,,,,,,,,,,
0.777771,,,,,,,,,,,,,,,,,,,,,,,0.021117,
0.778425,,,,,,,,,,,,,,,,,,,,0.012321,,,,
0.78046,,0.209013,,,,,,,,,,,,,,,,,,,,,,
0.780816,,,,,,,,,,,,0.213463,,,,,,,,,,,,
0.781672,,,,,,,,,,0.229753,,,,,,,,,,,,,,
0.784138,,,,,,,,,,,0.254895,,,,,,,,,,,,,
0.785507,,,,,,,,,,,,0.212797,,,,,,,,,,,,
0.787002,,,0.37304,,,,,,,,,,,,,,,,,,,,,
0.787577,,,,,,,0.143679,,,,,,,,,,,,,,,,,
0.787672,,,,0.105976,,,,,,,,,,,,,,,,,,,,
0.787785,,,,,,,,,,,,0.213284,,,,,,,,,,,,
0.787999,,,,,0.227256,,,,,,,,,,,,,,,,,,,
0.789364,,,,,,,,,,,,,0.187043,,,,,,,,,,,
0.789664,,,,,,,,,,,,,,,,,,,,,0.06765,,,
0.789992,0.18893,,,,,,,,,,,,,,,,,,,,,,,
0.790952,,,,,,,,,,,,,,,,,,,,,,,,0.058227
0.791185,,,,,,,,,,0.21721,,,,,,,,,,,,,,
0.793573,,,,,,,,,,,,,,,,,,,,,,,0.021159,
0.793587,,,,,,,,,,,,,,,,,,,,0.015504,,,,
0.794987,,0.21345,,,,,,,,,,,,,,,,,,,,,,
0.798661,,,,,,,,,,,0.260589,,,,,,,,,,,,,
0.798734,,,,,,,,,,,,0.213511,,,,,,,,,,,,
0.799561,,,,,,,0.153765,,,,,,,,,,,,,,,,,
0.800259,,,0.379359,,,,,,,,,,,,,,,,,,,,,
0.801041,,,,,,,,,,,,,,,,,,,,,0.06768,,,
0.801307,,,,,,,,,,,,0.213467,,,,,,,,,,,,
0.801887,,,,,0.234205,,,,,,,,,,,,,,,,,,,
0.801917,,,,,,,,,,,,0.214509,,,,,,,,,,,,
0.802586,,,,,,,,,,0.207815,,,,,,,,,,,,,,
0.802839,,,,0.106645,,,,,,,,,,,,,,,,,,,,
0.803256,,,,,,,,,,,,,0.192735,,,,,,,,,,,
0.805153,0.192112,,,,,,,,,,,,,,,,,,,,,,,
0.806113,,,,,,,,,,,,,,,,,,,,,,,,0.061409
0.806689,,,,,,,,,,,,0.216897,,,,,,,,,,,,
0.808102,,,,,,,,,,,,,,,,,,,,,,,0.02434,
0.809389,,,,,,,,,,,,,,,,,,,,0.015546,,,,
0.809513,,0.217888,,,,,,,,,,,,,,,,,,,,,,
0.812885,,,0.385676,,,,,,,,,,,,,,,,,,,,,
0.813656,,,,,,,,,,,,0.217311,,,,,,,,,,,,
0.813827,,,,,,,,,,,0.261886,,,,,,,,,,,,,
0.814092,,,,,,,0.156318,,,,,,,,,,,,,,,,,
0.814511,,,,,0.241151,,,,,,,,,,,,,,,,,,,
0.814606,,,,,,,,,,,,,0.203448,,,,,,,,,,,
0.815569,,,,,,,,,,,,,,,,,,,,,0.071489,,,
0.816469,,,,,,,,,,,,0.216649,,,,,,,,,,,,
0.817137,,,,,,,,,,0.202198,,,,,,,,,,,,,,
0.818434,,,,,,,,,,,,0.217522,,,,,,,,,,,,
0.818641,,,,0.106687,,,,,,,,,,,,,,,,,,,,
0.820313,0.195923,,,,,,,,,,,,,,,,,,,,,,,
0.821275,,,,,,,,,,,,,,,,,,,,,,,,0.064592
0.823274,,,,,,,,,,,,,,,,,,,,,,,0.023752,
0.824041,,0.221696,,,,,,,,,,,,,,,,,,,,,,
0.824594,,,,,,,,,,,,0.222288,,,,,,,,,,,,
0.82519,,,,,,,,,,,,,,,,,,,,0.015588,,,,
0.826141,,,0.392624,,,,,,,,,,,,,,,,,,,,,
0.826593,,,,,,,,,,,,,0.212277,,,,,,,,,,,
0.827766,,,,,0.248727,,,,,,,,,,,,,,,,,,,
0.828617,,,,,,,0.161383,,,,,,,,,,,,,,,,,
0.829123,,,,,,,,,,0.211656,,,,,,,,,,,,,,
0.829629,,,,,,,,,,,0.261928,,,,,,,,,,,,,
0.830362,,,,,,,,,,,,0.221713,,,,,,,,,,,,
0.830365,,,,,,,,,,,,0.223293,,,,,,,,,,,,
0.830729,,,,,,,,,,,,,,,,,,,,,0.0753,,,
0.834443,,,,0.106729,,,,,,,,,,,,,,,,,,,,
0.834841,0.199732,,,,,,,,,,,,,,,,,,,,,,,
0.836437,,,,,,,,,,,,,,,,,,,,,,,,0.067774
0.836531,,,,,,,,,,,,0.225487,,,,,,,,,,,,
0.838566,,0.226762,,,,,,,,,,,,,,,,,,,,,,
0.838572,,,,,,,,,,0.224249,,,,,,,,,,,,,,
0.83907,,,,,,,,,,,,,,,,,,,,,,,0.025679,
0.839398,,,0.398943,,,,,,,,,,,,,,,,,,,,,
0.839851,,,,,,,,,,,,,0.218597,,,,,,,,,,,
0.840353,,,,,,,,,,,,,,,,,,,,0.018142,,,,
0.841023,,,,,0.255046,,,,,,,,,,,,,,,,,,,
0.841905,,,,,,,,,,,,0.226095,,,,,,,,,,,,
0.843145,,,,,,,0.165192,,,,,,,,,,,,,,,,,
0.844887,,,,,,,,,,,,0.226779,,,,,,,,,,,,
0.84543,,,,,,,,,,,0.26197,,,,,,,,,,,,,
0.846531,,,,,,,,,,,,,,,,,,,,,0.075342,,,
0.84747,,,,,,,,,,,,0.229871,,,,,,,,,,,,
0.849289,,,,,,,,,,0.235588,,,,,,,,,,,,,,
0.850003,0.202914,,,,,,,,,,,,,,,,,,,,,,,
0.850243,,,,0.107399,,,,,,,,,,,,,,,,,,,,
0.8516,,,,,,,,,,,,,,,,,,,,,,,,0.070328
0.85246,,0.231198,,,,,,,,,,,,,,,,,,,,,,
0.852656,,,0.405262,,,,,,,,,,,,,,,,,,,,,
0.853443,,,,,,,,,,,,0.229886,,,,,,,,,,,,
0.854234,,,,,,,,,,,,,,,,,,,,,,,0.028233,
0.854278,,,,,0.262622,,,,,,,,,,,,,,,,,,,
0.854377,,,,,,,,,,,,,0.223034,,,,,,,,,,,
0.855826,,,,,,,,,,,,0.23207,,,,,,,,,,,,
0.857671,,,,,,,0.16963,,,,,,,,,,,,,,,,,
0.858144,,,,,,,,,,,,0.233098,,,,,,,,,,,,
0.860685,,,,,,,,,,0.228078,,,,,,,,,,,,,,
0.861227,,,,,,,,,,,0.263898,,,,,,,,,,,,,
0.861389,,,,,,,,,,,,0.236835,,,,,,,,,,,,
0.861695,,,,,,,,,,,,,,,,,,,,,0.077267,,,
0.865163,0.206725,,,,,,,,,,,,,,,,,,,,,,,
0.865912,,,0.41221,,,,,,,,,,,,,,,,,,,,,
0.866043,,,,0.10807,,,,,,,,,,,,,,,,,,,,
0.866248,,,,,,,,,,,,,,,,,,,,0.02638,,,,
0.866761,,,,,,,,,,,,,,,,,,,,,,,,0.07351
0.8669,,,,,0.270196,,,,,,,,,,,,,,,,,,,
0.866985,,0.236264,,,,,,,,,,,,,,,,,,,,,,
0.867173,,,,,,,,,,,,,,,,,,,0.161486,,,,,
0.867501,,,,,,,,,,,,,,,,,,,,,,,0.030782,
0.868304,,,,,,,,,,0.214274,,,,,,,,,,,,,,
0.870149,,,,,,,,,,,,0.236858,,,,,,,,,,,,
0.870179,,,,,,,,,,,,,0.223076,,,,,,,,,,,
0.871561,,,,,,,0.17595,,,,,,,,,,,,,,,,,
0.872667,,,,,,,,,,,,0.238792,,,,,,,,,,,,
0.873851,,,,,,,,,,,0.270843,,,,,,,,,,,,,
0.874029,,,,,,,,,,0.199836,,,,,,,,,,,,,,
0.875713,,,,,,,,,,,,0.24103,,,,,,,,,,,,
0.876857,,,,,,,,,,,,,,,,,,,,,0.080449,,,
0.878531,,,0.421041,,,,,,,,,,,,,,,,,,,,,
0.878886,,,,,0.279654,,,,,,,,,,,,,,,,,,,
0.879754,,,,,,,,,,0.185398,,,,,,,,,,,,,,
0.88032,0.211792,,,,,,,,,,,,,,,,,,,,,,,
0.880456,,,,,,,,,,,,,,,,,,,0.157751,,,,,
0.88088,,0.240699,,,,,,,,,,,,,,,,,,,,,,
0.881843,,,,0.10874,,,,,,,,,,,,,,,,,,,,
0.882049,,,,,,,,,,,,,,,,,,,,0.026422,,,,
0.882469,,,,,,,,,,,,0.245996,,,,,,,,,,,,
0.882557,,,,,,,,,,,,,,,,,,,,,,,,0.076066
0.882667,,,,,,,,,,,,,,,,,,,,,,,0.032079,
0.882937,,,,,,,0.176609,,,,,,,,,,,,,,,,,
0.884067,,,,,,,,,,,,,0.230025,,,,,,,,,,,
0.885481,,,,,,,,,,0.170332,,,,,,,,,,,,,,
0.88592,,,,,,,,,,,,0.246997,,,,,,,,,,,,
0.886472,,,,,,,,,,,0.279046,,,,,,,,,,,,,
0.890423,,,,,,,,,,,,0.249778,,,,,,,,,,,,
0.890545,,,,,,,,,,,,,,,,,,,0.167204,,,,,
0.890747,,,,,,,,,,,,,,,,,,,,,0.08677,,,
0.890874,,,,,0.287855,,,,,,,,,,,,,,,,,,,
0.89115,,,0.429872,,,,,,,,,,,,,,,,,,,,,
0.891205,,,,,,,,,,0.155894,,,,,,,,,,,,,,
0.894727,,,,,,,,,,,,,,,,,0.012002,,,,,,,
0.894845,0.216858,,,,,,,,,,,,,,,,,,,,,,,
0.894922,,,,,,,0.186067,,,,,,,,,,,,,,,,,
0.895408,,0.244508,,,,,,,,,,,,,,,,,,,,,,
0.896381,,,,,,,,,,,,0.255534,,,,,,,,,,,,
0.897011,,,,0.109409,,,,,,,,,,,,,,,,,,,,
0.897324,,,,,,,,,,,,,0.236344,,,,,,,,,,,
0.89772,,,,,,,,,,,,,,,,,,,,,,,,0.07862
0.897827,,,,,,,,,,,,,,,,,,,,,,,0.035889,
0.897907,,,,,,,,,,,,0.255826,,,,,,,,,,,,
0.898193,,,,,,,,,,0.142088,,,,,,,,,,,,,,
0.899093,,,,,,,,,,,0.287249,,,,,,,,,,,,,
0.899563,,,,,,,,,,,,0.256928,,,,,,,,,,,,
0.902545,,,,,,,,,,,,0.258915,,,,,,,,,,,,
0.902861,,,,,0.296685,,,,,,,,,,,,,,,,,,,
0.903769,,,0.438703,,,,,,,,,,,,,,,,,,,,,
0.904436,,,,,,,,,,,,,,,,,,,0.172896,,,,,
0.905276,,,,,,,,,,,,,,,,,,,,,0.089951,,,
0.907541,,,,,,,0.194898,,,,,,,,,,,,,,,,,
0.907707,,,,,,,,,,0.128917,,,,,,,,,,,,,,
0.908098,,,,,,,,,,,,0.267441,,,,,,,,,,,,
0.908627,,,,,,,,,,,,0.265909,,,,,,,,,,,,
0.909302,,0.248944,,,,,,,,,,,,,,,,,,,,,,
0.909311,,,,,,,,,,,,,0.245174,,,,,,,,,,,
0.909368,0.222552,,,,,,,,,,,,,,,,,,,,,,,
0.909811,,,,,,,,,,,0.29796,,,,,,,,,,,,,
0.910527,,,,,,,,,,,,,,,,,0.012673,,,,,,,
0.912811,,,,0.110079,,,,,,,,,,,,,,,,,,,,
0.912866,,,,,,,,,,,,0.271214,,,,,,,,,,,,
0.912881,,,,,,,,,,,,,,,,,,,,,,,,0.081802
0.912992,,,,,,,,,,,,,,,,,,,,,,,0.037815,
0.91485,,,,,0.304885,,,,,,,,,,,,,,,,,,,
0.915757,,,0.447532,,,,,,,,,,,,,,,,,,,,,
0.919167,,,,,,,,,,,,,,,,,,,,,0.095643,,,
0.919528,,,,,,,0.203727,,,,,,,,,,,,,,,,,
0.919604,,,,,,,,,,,,,,,,,,,0.173565,,,,,
0.919825,,,,,,,,,,,,0.275191,,,,,,,,,,,,
0.920977,,,,,,,,,,0.130209,,,,,,,,,,,,,,
0.921161,,,,,,,,,,,0.308673,,,,,,,,,,,,,
0.921246,,,,,,,,,,,,0.27474,,,,,,,,,,,,
0.923198,,0.252751,,,,,,,,,,,,,,,,,,,,,,
0.923204,,,,,,,,,,,,,0.250238,,,,,,,,,,,
0.924525,0.227619,,,,,,,,,,,,,,,,,,,,,,,
0.925693,,,,,,,,,,,,,,,,,0.01397,,,,,,,
0.926837,,,,,0.313715,,,,,,,,,,,,,,,,,,,
0.927521,,,,,,,,,,,,,,,,,,,,0.040996,,,,
0.928042,,,,,,,,,,,,,,,,,,,,,,,,0.085613
0.928153,,,,,,,,,,,,,,,,,,,,,,,0.040997,
0.928376,,,0.456363,,,,,,,,,,,,,,,,,,,,,
0.928527,,,,,,,,,,0.144054,,,,,,,,,,,,,,
0.928607,,,,0.112006,,,,,,,,,,,,,,,,,,,,
0.929171,,,,,,,,,,,,0.279373,,,,,,,,,,,,
0.930319,,,,,,,,,,,,,,,,,,,0.185533,,,,,
0.931878,,,,,,,,,,,0.320012,,,,,,,,,,,,,
0.932423,,,,,,,,,,,,,,,,,,,,,0.102591,,,
0.932788,,,,,,,0.209418,,,,,,,,,,,,,,,,,
