x,world-population,terrestrial-biosphere-degradation,domesticated-land,coastal-nitrogen,tropical-forest-lost,shrimp-aquaculture,ocean-acidification,marine-fish-capture,stratospheric-ozone,surface-temperature,nitrous-dioxide,methane,carbon-dioxide,international-tourism,telecommunications,transportation,fertilizer-consumption,paper-production,water-use,large-dam,primary-energy-use,foreign-direct-investement,real-gdp,urban-population,world-population-smoothed,terrestrial-biosphere-degradation-smoothed,domesticated-land-smoothed,coastal-nitrogen-smoothed,tropical-forest-lost-smoothed,shrimp-aquaculture-smoothed,ocean-acidification-smoothed,marine-fish-capture-smoothed,stratospheric-ozone-smoothed,surface-temperature-smoothed,nitrous-dioxide-smoothed,methane-smoothed,carbon-dioxide-smoothed,international-tourism-smoothed,telecommunications-smoothed,transportation-smoothed,fertilizer-consumption-smoothed,paper-production-smoothed,water-use-smoothed,large-dam-smoothed,primary-energy-use-smoothed,foreign-direct-investement-smoothed,real-gdp-smoothed,urban-population-smoothed
1.202877,,,,,,,,,,,,,0.382944,,,,,,,,,,,,,,,,,,,,,,,,0.381181559364062,,,,,,,,,,,
1.203847,,,,,,,,,,,,,,,,,,,,,,,,0.248471,,,,,,,,,,,,,,,,,,,,,,,,0.248620403842221
1.203872,,,,,,,,,,,,,,,,,,,,0.238417,,,,,,,,,,,,,,,,,,,,,,,,0.241815356842349,,,,
1.204247,,,,,,,0.340845,,,,,,,,,,,,,,,,,,,,,,,,0.336717801455664,,,,,,,,,,,,,,,,,
1.204975,,,,,,,,0.302515,,,,,,,,,,,,,,,,,,,,,,,,0.315336652723444,,,,,,,,,,,,,,,,
1.2052,,,,,,,,,,,0.46464,,,,,,,,,,,,,,,,,,,,,,,,0.459225751542635,,,,,,,,,,,,,
1.205481,,,,,,,,,0.100804,,,,,,,,,,,,,,,,,,,,,,,,0.0962168358343527,,,,,,,,,,,,,,,
1.205746,,,,0.247219,,,,,,,,,,,,,,,,,,,,,,,,0.24713539723955,,,,,,,,,,,,,,,,,,,,
1.206026,,,,,,,,,,,,,,,,,,,0.387351,,,,,,,,,,,,,,,,,,,,,,,,0.385444091293761,,,,,
1.206118,,,,,,,,,,,,,,,0.015674,,,,,,,,,,,,,,,,,,,,,,,,0.0142821911681633,,,,,,,,,
1.20625,,0.408196,,,,,,,,,,,,,,,,,,,,,,,,0.409892308030614,,,,,,,,,,,,,,,,,,,,,,
1.206504,,,,,,,,,,,,0.516637,,,,,,,,,,,,,,,,,,,,,,,,0.514567213604052,,,,,,,,,,,,
1.207464,,,,,,,,0.318232,,,,,,,,,,,,,,,,,,,,,,,,0.325519076287354,,,,,,,,,,,,,,,,
1.208512,,,,,,,,,,,,,,,,,0.15234,,,,,,,,,,,,,,,,,,,,,,,,0.150518315991539,,,,,,,
1.209189,,,,,0.636633,,,,,,,,,,,,,,,,,,,,,,,,0.624373014432726,,,,,,,,,,,,,,,,,,,
1.20922,0.374163,,,,,,,,,,,,,,,,,,,,,,,,0.375442605713699,,,,,,,,,,,,,,,,,,,,,,,
1.209843,,,,,,,,,,0.476036,,,,,,,,,,,,,,,,,,,,,,,,0.459709541212687,,,,,,,,,,,,,,
1.210158,,,,,,,,,,,,,,,,,,,,0.252258,,,,,,,,,,,,,,,,,,,,,,,,0.257199857451222,,,,
1.210374,,,,,,,,,,,,,,,,,,,,,,,0.166169,,,,,,,,,,,,,,,,,,,,,,,,0.167662291927731,
1.210413,,,,,,,,,,,,,,,,,,,0.402444,,,,,,,,,,,,,,,,,,,,,,,,0.39639549745111,,,,,
1.210586,,,,,,,,0.333321,,,,,,,,,,,,,,,,,,,,,,,,0.339595164473077,,,,,,,,,,,,,,,,
1.211206,,,,,,,,,0.086366,,,,,,,,,,,,,,,,,,,,,,,,0.0974622794497534,,,,,,,,,,,,,,,
1.211892,,,,,,,,,,,,,,,0.015591,,,,,,,,,,,,,,,,,,,,,,,,0.0155257343718067,,,,,,,,,
1.212136,,,,,,,,,,,,,,,,,,,,,0.219587,,,,,,,,,,,,,,,,,,,,,,,,0.224253689553041,,,
1.213053,,,,,,,,,,,,0.525165,,,,,,,,,,,,,,,,,,,,,,,,0.526227519620961,,,,,,,,,,,,
1.213075,,,,,,,,0.349038,,,,,,,,,,,,,,,,,,,,,,,,0.351584547800593,,,,,,,,,,,,,,,,
1.213298,,,,,,,,,,,,,,,,,,,,,,,,0.260435,,,,,,,,,,,,,,,,,,,,,,,,0.260560213575782
1.21355,,,,,,,,,,,0.474874,,,,,,,,,,,,,,,,,,,,,,,,0.467099109696566,,,,,,,,,,,,,
1.213777,,,,,,,,,,,,,,0.069406,,,,,,,,,,,,,,,,,,,,,,,,0.0739327654270522,,,,,,,,,,
1.213912,,,,,,,,,,,,,,,,,,,,0.267349,,,,,,,,,,,,,,,,,,,,,,,,0.266866306761301,,,,
1.214744,,,0.691514,,,,,,,,,,,,,,,,,,,,,,,,0.684308725004416,,,,,,,,,,,,,,,,,,,,,
1.214932,,,,,,,,0.364752,,,,,,,,,,,,,,,,,,,,,,,,0.360584809491003,,,,,,,,,,,,,,,,
1.215195,,,,0.259812,,,,,,,,,,,,,,,,,,,,,,,,0.259848581141439,,,,,,,,,,,,,,,,,,,,
1.215496,,,,,,,,,,,,,0.391775,,,,,,,,,,,,,,,,,,,,,,,,0.391694412694275,,,,,,,,,,,
1.215668,,,,,,,,,0.071296,,,,,,,,,,,,,,,,,,,,,,,,0.0978602777855512,,,,,,,,,,,,,,,
1.216232,,,,,,,0.350303,,,,,,,,,,,,,,,,,,,,,,,,0.34630348970703,,,,,,,,,,,,,,,,,
1.216244,,,,,,,,,,0.474183,,,,,,,,,,,,,,,,,,,,,,,,0.457043876940539,,,,,,,,,,,,,,
1.216789,,,,,,,,0.380467,,,,,,,,,,,,,,,,,,,,,,,,0.370045458866099,,,,,,,,,,,,,,,,
1.217218,,,,,,,,,,,,,,,0.015555,,,,,,,,,,,,,,,,,,,,,,,,0.0166304219324284,,,,,,,,,
1.217329,,,,,,,,,,,,,,,,,0.164931,,,,,,,,,,,,,,,,,,,,,,,,0.167891536797345,,,,,,,
1.217333,,,,,,,,,,,,,,,,,,,0.415658,,,,,,,,,,,,,,,,,,,,,,,,0.414074628053557,,,,,
1.217408,,,,,,,,,,,,0.534876,,,,,,,,,,,,,,,,,,,,,,,,0.534286125578118,,,,,,,,,,,,
1.217439,,,,,0.647627,,,,,,,,,,,,,,,,,,,,,,,,0.634123185276213,,,,,,,,,,,,,,,,,,,
1.218502,,0.42369,,,,,,,,,,,,,,,,,,,,,,,,0.424448529119915,,,,,,,,,,,,,,,,,,,,,,
1.218601,,,,,,,,,,,,,,,,,,0.161792,,,,,,,,,,,,,,,,,,,,,,,,0.160590962780477,,,,,,
1.218669,0.386756,,,,,,,,,,,,,,,,,,,,,,,,0.387110319243064,,,,,,,,,,,,,,,,,,,,,,,
1.219563,,,,,,,,,,,,,,,,,,,,0.282446,,,,,,,,,,,,,,,,,,,,,,,,0.282439779224387,,,,
1.219687,,,,,,,,,,,,,,,,,,,,,0.232803,,,,,,,,,,,,,,,,,,,,,,,,0.23472856238475,,,
1.219823,,,,,,,,,,,,,,,,,,,,,,,0.178762,,,,,,,,,,,,,,,,,,,,,,,,0.182438430892513,
1.220543,,,,,,,,0.395558,,,,,,,,,,,,,,,,,,,,,,,,0.391083038655777,,,,,,,,,,,,,,,,
1.220701,,,,,,,,,0.080736,,,,,,,,,,,,,,,,,,,,,,,,0.0976800101168782,,,,,,,,,,,,,,,
1.221027,,,,,,,,,,0.467338,,,,,,,,,,,,,,,,,,,,,,,,0.455269634636957,,,,,,,,,,,,,,
1.221348,,,,,,,,,,,,,,,0.015814,,,,,,,,,,,,,,,,,,,,,,,,0.0174129190150361,,,,,,,,,
1.221959,,,,,,,,,,,,,,0.083252,,,,,,,,,,,,,,,,,,,,,,,,0.084874984044302,,,,,,,,,,
1.222115,,,,,,,,,,,,,,,,,,,,,,,,0.273027,,,,,,,,,,,,,,,,,,,,,,,,0.272140878693663
1.222538,,,,,,,0.356132,,,,,,,,,,,,,,,,,,,,,,,,0.352239571572132,,,,,,,,,,,,,,,,,
1.222562,,,,,,,,,,,,0.543994,,,,,,,,,,,,,,,,,,,,,,,,0.544008966956214,,,,,,,,,,,,
1.223032,,,,,,,,0.411275,,,,,,,,,,,,,,,,,,,,,,,,0.405009775067777,,,,,,,,,,,,,,,,
1.22319,,,,,,,,,0.096452,,,,,,,,,,,,,,,,,,,,,,,,0.0968625778984668,,,,,,,,,,,,,,,
1.22395,,,,,,,,,,,,,,,,,,,,0.297539,,,,,,,,,,,,,,,,,,,,,,,,0.294760388359642,,,,
1.224249,,,,,,,,,,,,,,,,,,,0.43013,,,,,,,,,,,,,,,,,,,,,,,,0.432327464457625,,,,,
1.224776,,,,,,,,,,,,,,,0.018198,,,,,,,,,,,,,,,,,,,,,,,,0.0180155990787557,,,,,,,,,
1.225047,,,,,,,,,0.112167,,,,,,,,,,,,,,,,,,,,,,,,0.0957611862705662,,,,,,,,,,,,,,,
1.225505,,0.433275,,,,,,,,,,,,,,,,,,,,,,,,0.433228619255455,,,,,,,,,,,,,,,,,,,,,,
1.225512,,,,,,,,,,,,,,,,,0.178777,,,,,,,,,,,,,,,,,,,,,,,,0.187393134181897,,,,,,,
1.226152,,,,,,,,,,,,,,,,,,0.175637,,,,,,,,,,,,,,,,,,,,,,,,0.179042771202633,,,,,,
1.226528,,,,0.277437,,,,,,,,,,,,,,,,,,,,,,,,0.276629281310796,,,,,,,,,,,,,,,,,,,,
1.22662,,,,,,,,,,,,,,,,0.130433,,,,,,,,,,,,,,,,,,,,,,,,0.132856930191461,,,,,,,,
1.226787,,,,,,,,0.426366,,,,,,,,,,,,,,,,,,,,,,,,0.426658591137974,,,,,,,,,,,,,,,,
1.226903,,,,,,,,,0.127881,,,,,,,,,,,,,,,,,,,,,,,,0.0945289817184804,,,,,,,,,,,,,,,
1.226923,,,,,,,,,,,,0.551329,,,,,,,,,,,,,,,,,,,,,,,,0.552299004560653,,,,,,,,,,,,
1.227069,,,,,,,,,,,,,,,,,,,,0.313885,,,,,,,,,,,,,,,,,,,,,,,,0.303596452524527,,,,
1.227238,,,,,,,,,,,,,,,,,,,,,0.246648,,,,,,,,,,,,,,,,,,,,,,,,0.245907082162865,,,
1.227313,,,,,,,,,,0.46112,,,,,,,,,,,,,,,,,,,,,,,,0.4538312720725,,,,,,,,,,,,,,
1.227477,,,,,,,,,,,,,0.403117,,,,,,,,,,,,,,,,,,,,,,,,0.403647854773381,,,,,,,,,,,
1.227487,0.399347,,,,,,,,,,,,,,,,,,,,,,,,0.398773765369541,,,,,,,,,,,,,,,,,,,,,,,
1.227591,,,,,,,,,,,0.483709,,,,,,,,,,,,,,,,,,,,,,,,0.481725638812473,,,,,,,,,,,,,
1.228005,,,,,,,,,,,,,,,,,,,,,,,0.192608,,,,,,,,,,,,,,,,,,,,,,,,0.195943643702961,
1.228054,,,,,,,,,,,,,,,0.021225,,,,,,,,,,,,,,,,,,,,,,,,0.0186130083148796,,,,,,,,,
1.229269,,,0.69658,,,,,,,,,,,,,,,,,,,,,,,,0.693416185687111,,,,,,,,,,,,,,,,,,,,,
1.229457,,,,,0.656637,,,,,,,,,,,,,,,,,,,,,,,,0.647869970532514,,,,,,,,,,,,,,,,,,,
1.22951,,,,,,,,,,,,,,0.096469,,,,,,,,,,,,,,,,,,,,,,,,0.0967229414528597,,,,,,,,,,
1.229682,,,,,,,,,,,,,,,,0.138532,,,,,,,,,,,,,,,,,,,,,,,,0.137340479426955,,,,,,,,
1.229909,,,,,,,,0.441456,,,,,,,,,,,,,,,,,,,,,,,,0.445441079026179,,,,,,,,,,,,,,,,
1.230026,,,,,,,,,0.142971,,,,,,,,,,,,,,,,,,,,,,,,0.092876114450991,,,,,,,,,,,,,,,
1.231079,,,,,,,,,,,,0.561237,,,,,,,,,,,,,,,,,,,,,,,,0.56017410730691,,,,,,,,,,,,
1.231164,,,,,,,,,,,,,,,,,0.193245,,,,,,,,,,,,,,,,,,,,,,,,0.203228191314087,,,,,,,
1.231542,,,,,,,0.35757,,,,,,,,,,,,,,,,,,,,,,,,0.361738986052615,,,,,,,,,,,,,,,,,
1.231564,,,,,,,,,,,,,,,,,,,,,,,,0.285619,,,,,,,,,,,,,,,,,,,,,,,,0.285100139852767
1.231801,,,,,,,,,,,,,,,,,,,0.443346,,,,,,,,,,,,,,,,,,,,,,,,0.453142841839467,,,,,
1.231877,,,,,,,,,,,,,,,,0.145254,,,,,,,,,,,,,,,,,,,,,,,,0.140532457618538,,,,,,,,
1.231985,,,,,,,,,,,,,,,0.021434,,,,,,,,,,,,,,,,,,,,,,,,0.0192571822880626,,,,,,,,,
1.232398,,,,,,,,0.457172,,,,,,,,,,,,,,,,,,,,,,,,0.459843814914073,,,,,,,,,,,,,,,,
1.233098,,,,,,,,,,0.454901,,,,,,,,,,,,,,,,,,,,,,,,0.451918177564904,,,,,,,,,,,,,,
1.233221,,,,,,,,,0.129155,,,,,,,,,,,,,,,,,,,,,,,,0.0901196697917355,,,,,,,,,,,,,,,
1.23431,,,,,,,,,,,,,,,,,,0.198909,,,,,,,,,,,,,,,,,,,,,,,,0.198333662070971,,,,,,
1.234788,,,,,,,,,,,,,,,,,,,,,0.260492,,,,,,,,,,,,,,,,,,,,,,,,0.257799192637618,,,
1.234917,,,,,,,,,,,,,,,,,0.208965,,,,,,,,,,,,,,,,,,,,,,,,0.21457170077926,,,,,,,
1.234923,,,,,,,,,,,,,,,,,,,,,,,0.206451,,,,,,,,,,,,,,,,,,,,,,,,0.207687671080182,
1.234956,,0.445239,,,,,,,,,,,,,,,,,,,,,,,,0.445358875237812,,,,,,,,,,,,,,,,,,,,,,
1.235156,,,,,,,,,0.11345,,,,,,,,,,,,,,,,,,,,,,,,0.0879628654687883,,,,,,,,,,,,,,,
1.235346,,,,0.290028,,,,,,,,,,,,,,,,,,,,,,,,0.290841520995458,,,,,,,,,,,,,,,,,,,,
1.235521,,,,,,,,0.472262,,,,,,,,,,,,,,,,,,,,,,,,0.477713197051912,,,,,,,,,,,,,,,,
1.235555,,,,,,,,,,,,,,,,,,,0.458437,,,,,,,,,,,,,,,,,,,,,,,,0.46319920061009,,,,,
1.235885,,,,,,,,,,,,,,,,,,,,0.327105,,,,,,,,,,,,,,,,,,,,,,,,0.329928530236482,,,,
1.236096,,,,,,,,,,,,,,,,0.14825,,,,,,,,,,,,,,,,,,,,,,,,0.146779983351181,,,,,,,,
1.236936,0.41194,,,,,,,,,,,,,,,,,,,,,,,,0.411802728781605,,,,,,,,,,,,,,,,,,,,,,,
1.237061,,,,,,,,,,,,,,0.110313,,,,,,,,,,,,,,,,,,,,,,,,0.109569169727579,,,,,,,,,,
1.237092,,,,,,,,,0.097746,,,,,,,,,,,,,,,,,,,,,,,,0.0866192674875798,,,,,,,,,,,,,,,
1.237227,,,,,,,,,,,,0.570952,,,,,,,,,,,,,,,,,,,,,,,,0.572166885989058,,,,,,,,,,,,
1.23737,,,,,,,,,,,0.491118,,,,,,,,,,,,,,,,,,,,,,,,0.492542278971725,,,,,,,,,,,,,
1.237377,,,,,,,,0.487976,,,,,,,,,,,,,,,,,,,,,,,,0.488565733383647,,,,,,,,,,,,,,,,
1.238044,,,,,,,,,,,,,,,,,,,0.474154,,,,,,,,,,,,,,,,,,,,,,,,0.469786597877257,,,,,
1.238194,,,,,,,,,,,,,0.414457,,,,,,,,,,,,,,,,,,,,,,,,0.41544350214116,,,,,,,,,,,
1.238394,,,,,,,,,0.082668,,,,,,,,,,,,,,,,,,,,,,,,0.0858560309283877,,,,,,,,,,,,,,,
1.238671,,,,,,,,,,,,,,,,,0.224056,,,,,,,,,,,,,,,,,,,,,,,,0.226351687793871,,,,,,,
1.238956,,,,,,,0.362774,,,,,,,,,,,,,,,,,,,,,,,,0.370262446619097,,,,,,,,,,,,,,,,,
1.23926,,,,,,,,,,0.448434,,,,,,,,,,,,,,,,,,,,,,,,0.448213283884366,,,,,,,,,,,,,,
1.239962,,,,,,,,,,,,,,,,,,0.213377,,,,,,,,,,,,,,,,,,,,,,,,0.211471964525472,,,,,,
1.24033,,,,,,,,,0.066963,,,,,,,,,,,,,,,,,,,,,,,,0.08372166688647,,,,,,,,,,,,,,,
1.24038,,,,,,,,,,,,,,,,,,,,,,,,0.298839,,,,,,,,,,,,,,,,,,,,,,,,0.29764361527583
1.240796,,,,,,,,,,,,,,,0.021061,,,,,,,,,,,,,,,,,,,,,,,,0.02032333710411,,,,,,,,,
1.241083,,,,,,,,,,,,,,,,,,,,,0.270563,,,,,,,,,,,,,,,,,,,,,,,,0.268427963008366,,,
1.241132,,,,,,,,0.503068,,,,,,,,,,,,,,,,,,,,,,,,0.510178175786262,,,,,,,,,,,,,,,,
1.241789,,,,,,,,,,,,0.577693,,,,,,,,,,,,,,,,,,,,,,,,0.581473508602604,,,,,,,,,,,,
1.241794,,,,,,,,,,,,,,,,,0.239146,,,,,,,,,,,,,,,,,,,,,,,,0.236936267690974,,,,,,,
1.241799,,,,,,,,,,,,,,,,,,,0.489245,,,,,,,,,,,,,,,,,,,,,,,,0.479902009184946,,,,,
1.241841,,,,,,,,,,,,,,,,,,0.220294,,,,,,,,,,,,,,,,,,,,,,,,0.21581527038084,,,,,,
1.242473,,,,,,,,,,,,,,,,,,,,,,,0.220296,,,,,,,,,,,,,,,,,,,,,,,,0.221397218653822,
1.242684,,,,,,,,,,,,,,,,0.152077,,,,,,,,,,,,,,,,,,,,,,,,0.156795640101564,,,,,,,,
1.243234,,,,,0.663906,,,,,,,,,,,,,,,,,,,,,,,,0.662492296667196,,,,,,,,,,,,,,,,,,,
1.243529,,,,,,,,,0.051262,,,,,,,,,,,,,,,,,,,,,,,,0.0791382992265538,,,,,,,,,,,,,,,
1.243621,,,,,,,,0.518784,,,,,,,,,,,,,,,,,,,,,,,,0.523651786041438,,,,,,,,,,,,,,,,
1.243774,,0.457831,,,,,,,,,,,,,,,,,,,,,,,,0.456740114377382,,,,,,,,,,,,,,,,,,,,,,
1.243793,,,0.702274,,,,,,,,,,,,,,,,,,,,,,,,0.701580664448572,,,,,,,,,,,,,,,,,,,,,
1.244611,,,,,,,,,,,,,,0.124158,,,,,,,,,,,,,,,,,,,,,,,,0.123419319085746,,,,,,,,,,
1.244644,,,,,,,,,,,,,,,,0.158091,,,,,,,,,,,,,,,,,,,,,,,,0.159832365687271,,,,,,,,
1.244779,,,,,,,0.372215,,,,,,,,,,,,,,,,,,,,,,,,0.377422338283065,,,,,,,,,,,,,,,,,
1.245478,,,,,,,,0.534499,,,,,,,,,,,,,,,,,,,,,,,,0.533992595981829,,,,,,,,,,,,,,,,
1.245547,,,,,,,,,,,,,,,,,0.254866,,,,,,,,,,,,,,,,,,,,,,,,0.250955665770963,,,,,,,
1.245665,,,,,,,,,,0.44471,,,,,,,,,,,,,,,,,,,,,,,,0.444388789727387,,,,,,,,,,,,,,
1.245753,0.424531,,,,,,,,,,,,,,,,,,,,,,,,0.424182580314347,,,,,,,,,,,,,,,,,,,,,,,
1.246148,,,,,,,,,,,,0.586018,,,,,,,,,,,,,,,,,,,,,,,,0.590572391513189,,,,,,,,,,,,
1.247352,,,,,,,,,,,,,,,,0.165325,,,,,,,,,,,,,,,,,,,,,,,,0.164074527649072,,,,,,,,
1.247439,,,,,,,0.382591,,,,,,,,,,,,,,,,,,,,,,,,0.380844934910665,,,,,,,,,,,,,,,,,
1.247646,,,,,,,,,,,,,0.425793,,,,,,,,,,,,,,,,,,,,,,,,0.426750218120415,,,,,,,,,,,
1.247966,,,,,,,,0.550215,,,,,,,,,,,,,,,,,,,,,,,,0.548621256378567,,,,,,,,,,,,,,,,
1.247985,,,,,,,,,0.038706,,,,,,,,,,,,,,,,,,,,,,,,0.0753941203965643,,,,,,,,,,,,,,,
1.248512,,,,,,,,,,,,,,,0.020636,,,,,,,,,,,,,,,,,,,,,,,,0.0215525749928193,,,,,,,,,
1.249199,,,,,,,,,,,,,,,,,,,,,,,,0.310802,,,,,,,,,,,,,,,,,,,,,,,,0.31057094504112
1.249267,,,,,,,,,,,,,,,,,,,,,0.283781,,,,,,,,,,,,,,,,,,,,,,,,0.283253371721182,,,
1.249301,,,,,,,,,,,,,,,,,0.269957,,,,,,,,,,,,,,,,,,,,,,,,0.265650544510962,,,,,,,
1.249365,,,,,,,,,,,,,,,,,,,0.496806,,,,,,,,,,,,,,,,,,,,,,,,0.500213269483915,,,,,
1.249508,,,,,,,,,,,,0.595528,,,,,,,,,,,,,,,,,,,,,,,,0.59765947424967,,,,,,,,,,,,
1.250025,,,,,,,,,,,,,,,,,,,,,,,0.233512,,,,,,,,,,,,,,,,,,,,,,,,0.236041045528691,
1.250457,,,,,,,,0.565303,,,,,,,,,,,,,,,,,,,,,,,,0.561710706112427,,,,,,,,,,,,,,,,
1.250623,,,,,,,,,,,0.499008,,,,,,,,,,,,,,,,,,,,,,,,0.50847007801266,,,,,,,,,,,,,
1.25066,,,,,,,,,,,,,,,,,,0.232257,,,,,,,,,,,,,,,,,,,,,,,,0.235709439725888,,,,,,
1.25122,,,,,,,,,,,,,,,,,,,,,,0.00918,,,,,,,,,,,,,,,,,,,,,,,,0.012397860393743,,
1.252161,,,,,,,,,,,,,,0.138003,,,,,,,,,,,,,,,,,,,,,,,,0.137846142223304,,,,,,,,,,
1.252314,,,,,,,,0.581018,,,,,,,,,,,,,,,,,,,,,,,,0.570240573865893,,,,,,,,,,,,,,,,
1.252372,,,,,,,,,0.053799,,,,,,,,,,,,,,,,,,,,,,,,0.0726613333626777,,,,,,,,,,,,,,,
1.252601,,,,,,,,,,,,,,,,0.167303,,,,,,,,,,,,,,,,,,,,,,,,0.172428857833915,,,,,,,,
1.252719,,,,,0.671507,,,,,,,,,,,,,,,,,,,,,,,,0.671170205444003,,,,,,,,,,,,,,,,,,,
1.253119,,,,,,,,,,,,,,,,,,,0.511897,,,,,,,,,,,,,,,,,,,,,,,,0.510631824894026,,,,,
1.253225,,0.469795,,,,,,,,,,,,,,,,,,,,,,,,0.469370827355615,,,,,,,,,,,,,,,,,,,,,,
1.253577,,,,,,,,,,0.440741,,,,,,,,,,,,,,,,,,,,,,,,0.442605906796929,,,,,,,,,,,,,,
1.253688,,,,,,,,,,,,,,,,,0.28505,,,,,,,,,,,,,,,,,,,,,,,,0.282614632270385,,,,,,,
1.254051,,,,,,,,,,,,,,,,,,,,0.392506,,,,,,,,,,,,,,,,,,,,,,,,0.388104572101302,,,,
1.254373,,,,,,,0.39015,,,,,,,,,,,,,,,,,,,,,,,,0.390240235766594,,,,,,,,,,,,,,,,,
1.254571,0.437123,,,,,,,,,,,,,,,,,,,,,,,,0.436908497890813,,,,,,,,,,,,,,,,,,,,,,,
1.254861,,,,,,,,,0.069515,,,,,,,,,,,,,,,,,,,,,,,,0.0712893812724713,,,,,,,,,,,,,,,
1.255057,,,,,,,,,,,,0.605835,,,,,,,,,,,,,,,,,,,,,,,,0.60937166258492,,,,,,,,,,,,
1.255435,,,,,,,,0.596736,,,,,,,,,,,,,,,,,,,,,,,,0.584300985525426,,,,,,,,,,,,,,,,
1.255485,,,,0.324643,,,,,,,,,,,,,,,,,,,,,,,,0.326296360871861,,,,,,,,,,,,,,,,,,,,
1.256185,,,,,,,,,,,,,,,,,,,,,0.297624,,,,,,,,,,,,,,,,,,,,,,,,0.296379949366251,,,
1.256309,,,,,,,,,,,,,,,,,,,,,,,0.247982,,,,,,,,,,,,,,,,,,,,,,,,0.248237703446718,
1.256872,,,,,,,,,,,,,,,,,,,0.527617,,,,,,,,,,,,,,,,,,,,,,,,0.520993810707331,,,,,
1.257123,,,,,,,,,,,,,,,,0.175719,,,,,,,,,,,,,,,,,,,,,,,,0.17977137038493,,,,,,,,
1.257351,,,,,,,,,0.084603,,,,,,,,,,,,,,,,,,,,,,,,0.0726536218293062,,,,,,,,,,,,,,,
1.257372,,,,,,,,,,,,,,,0.020363,,,,,,,,,,,,,,,,,,,,,,,,0.0234144917577473,,,,,,,,,
1.25758,,,,,,,,,,,,,,,,,,0.245472,,,,,,,,,,,,,,,,,,,,,,,,0.250968924384196,,,,,,
1.258015,,,,,,,,,,,,,,,,,,,,,,,,0.324022,,,,,,,,,,,,,,,,,,,,,,,,0.323682966181177
1.258075,,,,,,,,,,,,,,,,,0.300143,,,,,,,,,,,,,,,,,,,,,,,,0.299709274537987,,,,,,,
1.258316,,,0.707968,,,,,,,,,,,,,,,,,,,,,,,,0.708933837018595,,,,,,,,,,,,,,,,,,,,,
1.258365,,,,,,,,,,,,,0.436504,,,,,,,,,,,,,,,,,,,,,,,,0.440639348186623,,,,,,,,,,,
1.259013,,,,,,,,,,,,0.61594,,,,,,,,,,,,,,,,,,,,,,,,0.617630138007504,,,,,,,,,,,,
1.259357,,,,,,,,,,,,,,,0.022694,,,,,,,,,,,,,,,,,,,,,,,,0.0238903139484754,,,,,,,,,
1.259703,,,,,,,,,,,,,,,,,,,,0.406973,,,,,,,,,,,,,,,,,,,,,,,,0.406740309627805,,,,
1.259711,,,,,,,,,,,,,,0.151847,,,,,,,,,,,,,,,,,,,,,,,,0.152008735670018,,,,,,,,,,
1.260132,,,,,,,,,,,,,,,,0.188649,,,,,,,,,,,,,,,,,,,,,,,,0.184737418797074,,,,,,,,
1.26067,,,,,,,0.399592,,,,,,,,,,,,,,,,,,,,,,,,0.399258985351648,,,,,,,,,,,,,,,,,
1.261104,,,,,,,,,0.100323,,,,,,,,,,,,,,,,,,,,,,,,0.0820356341158449,,,,,,,,,,,,,,,
1.261194,,,,,,,,,,,,,,,0.024579,,,,,,,,,,,,,,,,,,,,,,,,0.0243744597978558,,,,,,,,,
1.261331,,,,,,,,,,,,,,,,,,0.26182,,,,,,,,,,,,,,,,,,,,,,,,0.259146727203453,,,,,,
1.261758,,,,,,,,0.595496,,,,,,,,,,,,,,,,,,,,,,,,0.608667032423386,,,,,,,,,,,,,,,,
1.261962,,,,,,,,,,,,,,,,,,,,,,,0.26245,,,,,,,,,,,,,,,,,,,,,,,,0.259624050183091,
1.262403,,,,0.338486,,,,,,,,,,,,,,,,,,,,,,,,0.339497642745768,,,,,,,,,,,,,,,,,,,,
1.262469,,,,,,,,,,,,,,,,,,,,,0.312094,,,,,,,,,,,,,,,,,,,,,,,,0.308542749005901,,,
1.262907,,,,,,,,,,,0.515379,,,,,,,,,,,,,,,,,,,,,,,,0.524597635776442,,,,,,,,,,,,,
1.263095,,,,,,,,,,,,,,,,,0.314609,,,,,,,,,,,,,,,,,,,,,,,,0.319988952630822,,,,,,,
1.263109,,,,,,,,,,0.440392,,,,,,,,,,,,,,,,,,,,,,,,0.442989304067667,,,,,,,,,,,,,,
1.263219,,,,,,0.012983,,,,,,,,,,,,,,,,,,,,,,,,0.013841075753911,,,,,,,,,,,,,,,,,,
1.263388,0.449714,,,,,,,,,,,,,,,,,,,,,,,,0.450135899222918,,,,,,,,,,,,,,,,,,,,,,,
1.263473,,,,,,,,,,,,,,,,0.195491,,,,,,,,,,,,,,,,,,,,,,,,0.190314317888952,,,,,,,,
1.263478,,,,,,,,,,,,,,,0.026812,,,,,,,,,,,,,,,,,,,,,,,,0.0250564081687463,,,,,,,,,
1.263506,,0.482413,,,,,,,,,,,,,,,,,,,,,,,,0.483665612476924,,,,,,,,,,,,,,,,,,,,,,
1.263615,,,,,,,,0.611211,,,,,,,,,,,,,,,,,,,,,,,,0.613996467386495,,,,,,,,,,,,,,,,
1.263763,,,,,,,,,,,,0.627432,,,,,,,,,,,,,,,,,,,,,,,,0.627762372902757,,,,,,,,,,,,
1.265232,,,,,,,0.407617,,,,,,,,,,,,,,,,,,,,,,,,0.406182445966173,,,,,,,,,,,,,,,,,
