x,world-population,terrestrial-biosphere-degradation,domesticated-land,coastal-nitrogen,tropical-forest-lost,shrimp-aquaculture,ocean-acidification,marine-fish-capture,stratospheric-ozone,surface-temperature,nitrous-dioxide,methane,carbon-dioxide,international-tourism,telecommunications,transportation,fertilizer-consumption,paper-production,water-use,large-dam,primary-energy-use,foreign-direct-investement,real-gdp,urban-population,world-population-smoothed,terrestrial-biosphere-degradation-smoothed,domesticated-land-smoothed,coastal-nitrogen-smoothed,tropical-forest-lost-smoothed,shrimp-aquaculture-smoothed,ocean-acidification-smoothed,marine-fish-capture-smoothed,stratospheric-ozone-smoothed,surface-temperature-smoothed,nitrous-dioxide-smoothed,methane-smoothed,carbon-dioxide-smoothed,international-tourism-smoothed,telecommunications-smoothed,transportation-smoothed,fertilizer-consumption-smoothed,paper-production-smoothed,water-use-smoothed,large-dam-smoothed,primary-energy-use-smoothed,foreign-direct-investement-smoothed,real-gdp-smoothed,urban-population-smoothed
0.750969,,,,,,,0.122845,,,,,,,,,,,,,,,,,,,,,,,,0.125748101286675,,,,,,,,,,,,,,,,,
0.751152,,,,,,,,,,0.301936,,,,,,,,,,,,,,,,,,,,,,,,0.272488530953799,,,,,,,,,,,,,,
0.752169,,,,,,,,,,,,0.204876,,,,,,,,,,,,,,,,,,,,,,,,0.203536847700317,,,,,,,,,,,,
0.755819,,,,,,,,,,,,0.205177,,,,,,,,,,,,,,,,,,,,,,,,0.204425702425059,,,,,,,,,,,,
0.75607,,,,0.105264,,,,,,,,,,,,,,,,,,,,,,,,0.105415206863016,,,,,,,,,,,,,,,,,,,,
0.75699,,,,,,,,,,,0.242255,,,,,,,,,,,,,,,,,,,,,,,,0.23740909159585,,,,,,,,,,,,,
0.757509,,,,,,,,,,0.2875,,,,,,,,,,,,,,,,,,,,,,,,0.269208911195911,,,,,,,,,,,,,,
0.758203,,,,,,,,,,,,,,,,,,,,0.011011,,,,,,,,,,,,,,,,,,,,,,,,0.011390897653798,,,,
0.758738,,,,,,,,,,,,0.205091,,,,,,,,,,,,,,,,,,,,,,,,0.205113472269375,,,,,,,,,,,,
0.759334,,,,,,,,,,,,,,,,,,,,,0.063799,,,,,,,,,,,,,,,,,,,,,,,,0.0627212650376661,,,
0.759672,0.181308,,,,,,,,,,,,,,,,,,,,,,,,0.182712452214665,,,,,,,,,,,,,,,,,,,,,,,
0.76049,,,0.359145,,,,,,,,,,,,,,,,,,,,,,,,0.358050360454202,,,,,,,,,,,,,,,,,,,,,
0.760627,,,,,,,,,,,,,,,,,,,,,,,,0.052491,,,,,,,,,,,,,,,,,,,,,,,,0.053265298284503
0.761486,,,,,0.213989,,,,,,,,,,,,,,,,,,,,,,,,0.213097084683602,,,,,,,,,,,,,,,,,,,
0.761973,,,,,,,,,,,,,,,,,,,,,,,0.019818,,,,,,,,,,,,,,,,,,,,,,,,0.0193658097886002,
0.762854,,,,,,,,,,,,,0.172519,,,,,,,,,,,,,,,,,,,,,,,,0.178202624513791,,,,,,,,,,,
0.762958,,,,,,,0.131046,,,,,,,,,,,,,,,,,,,,,,,,0.130950217363212,,,,,,,,,,,,,,,,,
0.763235,,,,,,,,,,0.272434,,,,,,,,,,,,,,,,,,,,,,,,0.26671174870422,,,,,,,,,,,,,,
0.765934,,0.204575,,,,,,,,,,,,,,,,,,,,,,,,0.204793768497601,,,,,,,,,,,,,,,,,,,,,,
0.766093,,,,,,,,,,,,0.209861,,,,,,,,,,,,,,,,,,,,,,,,0.206802451147882,,,,,,,,,,,,
0.768328,,,,,,,,,,0.257995,,,,,,,,,,,,,,,,,,,,,,,,0.26416591894492,,,,,,,,,,,,,,
0.770878,,,,,,,,,,,0.249204,,,,,,,,,,,,,,,,,,,,,,,,0.242850967161939,,,,,,,,,,,,,
0.770979,,,,,,,,,,,,0.208988,,,,,,,,,,,,,,,,,,,,,,,,0.207930071956358,,,,,,,,,,,,
0.77187,,,,0.105934,,,,,,,,,,,,,,,,,,,,,,,,0.10563978635516,,,,,,,,,,,,,,,,,,,,
0.773746,,,0.366092,,,,,,,,,,,,,,,,,,,,,,,,0.364918322397281,,,,,,,,,,,,,,,,,,,,,
0.774053,,,,,,,,,,0.243557,,,,,,,,,,,,,,,,,,,,,,,,0.260134192319306,,,,,,,,,,,,,,
0.774497,,,,,,,,,,,,,,,,,,,,,0.066352,,,,,,,,,,,,,,,,,,,,,,,,0.064768216380968,,,
0.774743,,,,,0.220309,,,,,,,,,,,,,,,,,,,,,,,,0.21987072226073,,,,,,,,,,,,,,,,,,,
0.774832,0.185119,,,,,,,,,,,,,,,,,,,,,,,,0.185342926785797,,,,,,,,,,,,,,,,,,,,,,,
0.775788,,,,,,,,,,,,,,,,,,,,,,,,0.055673,,,,,,,,,,,,,,,,,,,,,,,,0.0557330972227652
0.776225,,,,,,,0.133595,,,,,,,,,,,,,,,,,,,,,,,,0.136618156686347,,,,,,,,,,,,,,,,,
0.777377,,,,,,,,,,,,,0.178213,,,,,,,,,,,,,,,,,,,,,,,,0.184032633723844,,,,,,,,,,,
0.777444,,,,,,,,,,,,0.208506,,,,,,,,,,,,,,,,,,,,,,,,0.209490212334266,,,,,,,,,,,,
0.777771,,,,,,,,,,,,,,,,,,,,,,,0.021117,,,,,,,,,,,,,,,,,,,,,,,,0.0206605413420611,
0.778425,,,,,,,,,,,,,,,,,,,,0.012321,,,,,,,,,,,,,,,,,,,,,,,,0.0128397778608964,,,,
0.78046,,0.209013,,,,,,,,,,,,,,,,,,,,,,,,0.20912178573757,,,,,,,,,,,,,,,,,,,,,,
0.780816,,,,,,,,,,,,0.213463,,,,,,,,,,,,,,,,,,,,,,,,0.210290472645989,,,,,,,,,,,,
0.781672,,,,,,,,,,0.229753,,,,,,,,,,,,,,,,,,,,,,,,0.253891045675863,,,,,,,,,,,,,,
0.784138,,,,,,,,,,,0.254895,,,,,,,,,,,,,,,,,,,,,,,,0.247130940599408,,,,,,,,,,,,,
0.785507,,,,,,,,,,,,0.212797,,,,,,,,,,,,,,,,,,,,,,,,0.21129386121456,,,,,,,,,,,,
0.787002,,,0.37304,,,,,,,,,,,,,,,,,,,,,,,,0.371867348490163,,,,,,,,,,,,,,,,,,,,,
0.787577,,,,,,,0.143679,,,,,,,,,,,,,,,,,,,,,,,,0.141589994864932,,,,,,,,,,,,,,,,,
0.787672,,,,0.105976,,,,,,,,,,,,,,,,,,,,,,,,0.105854276228565,,,,,,,,,,,,,,,,,,,,
0.787785,,,,,,,,,,,,0.213284,,,,,,,,,,,,,,,,,,,,,,,,0.211755945500376,,,,,,,,,,,,
0.787999,,,,,0.227256,,,,,,,,,,,,,,,,,,,,,,,,0.226710578776319,,,,,,,,,,,,,,,,,,,
0.789364,,,,,,,,,,,,,0.187043,,,,,,,,,,,,,,,,,,,,,,,,0.189215511785987,,,,,,,,,,,
0.789664,,,,,,,,,,,,,,,,,,,,,0.06765,,,,,,,,,,,,,,,,,,,,,,,,0.0670854687722848,,,
0.789992,0.18893,,,,,,,,,,,,,,,,,,,,,,,,0.188289394066545,,,,,,,,,,,,,,,,,,,,,,,
0.790952,,,,,,,,,,,,,,,,,,,,,,,,0.058227,,,,,,,,,,,,,,,,,,,,,,,,0.0582749996914982
0.791185,,,,,,,,,,0.21721,,,,,,,,,,,,,,,,,,,,,,,,0.246761898585869,,,,,,,,,,,,,,
0.793573,,,,,,,,,,,,,,,,,,,,,,,0.021159,,,,,,,,,,,,,,,,,,,,,,,,0.0219256456331547,
0.793587,,,,,,,,,,,,,,,,,,,,0.015504,,,,,,,,,,,,,,,,,,,,,,,,0.0138688239837228,,,,
0.794987,,0.21345,,,,,,,,,,,,,,,,,,,,,,,,0.213435746108379,,,,,,,,,,,,,,,,,,,,,,
0.798661,,,,,,,,,,,0.260589,,,,,,,,,,,,,,,,,,,,,,,,0.251676456224909,,,,,,,,,,,,,
0.798734,,,,,,,,,,,,0.213511,,,,,,,,,,,,,,,,,,,,,,,,0.214078540507979,,,,,,,,,,,,
0.799561,,,,,,,0.153765,,,,,,,,,,,,,,,,,,,,,,,,0.146798635301566,,,,,,,,,,,,,,,,,
0.800259,,,0.379359,,,,,,,,,,,,,,,,,,,,,,,,0.378660567704184,,,,,,,,,,,,,,,,,,,,,
0.801041,,,,,,,,,,,,,,,,,,,,,0.06768,,,,,,,,,,,,,,,,,,,,,,,,0.0689063409374568,,,
0.801307,,,,,,,,,,,,0.213467,,,,,,,,,,,,,,,,,,,,,,,,0.214718937107022,,,,,,,,,,,,
0.801887,,,,,0.234205,,,,,,,,,,,,,,,,,,,,,,,,0.233937899424172,,,,,,,,,,,,,,,,,,,
0.801917,,,,,,,,,,,,0.214509,,,,,,,,,,,,,,,,,,,,,,,,0.214879542154181,,,,,,,,,,,,
0.802586,,,,,,,,,,0.207815,,,,,,,,,,,,,,,,,,,,,,,,0.238575555659677,,,,,,,,,,,,,,
0.802839,,,,0.106645,,,,,,,,,,,,,,,,,,,,,,,,0.106262829974934,,,,,,,,,,,,,,,,,,,,
0.803256,,,,,,,,,,,,,0.192735,,,,,,,,,,,,,,,,,,,,,,,,0.195381520205395,,,,,,,,,,,
0.805153,0.192112,,,,,,,,,,,,,,,,,,,,,,,,0.191768518701299,,,,,,,,,,,,,,,,,,,,,,,
0.806113,,,,,,,,,,,,,,,,,,,,,,,,0.061409,,,,,,,,,,,,,,,,,,,,,,,,0.0608497858193054
0.806689,,,,,,,,,,,,0.216897,,,,,,,,,,,,,,,,,,,,,,,,0.21607875924261,,,,,,,,,,,,
0.808102,,,,,,,,,,,,,,,,,,,,,,,0.02434,,,,,,,,,,,,,,,,,,,,,,,,0.0233047189976378,
0.809389,,,,,,,,,,,,,,,,,,,,0.015546,,,,,,,,,,,,,,,,,,,,,,,,0.0152763248108659,,,,
0.809513,,0.217888,,,,,,,,,,,,,,,,,,,,,,,,0.217856927585247,,,,,,,,,,,,,,,,,,,,,,
0.812885,,,0.385676,,,,,,,,,,,,,,,,,,,,,,,,0.384998810465614,,,,,,,,,,,,,,,,,,,,,
0.813656,,,,,,,,,,,,0.217311,,,,,,,,,,,,,,,,,,,,,,,,0.21771519371664,,,,,,,,,,,,
0.813827,,,,,,,,,,,0.261886,,,,,,,,,,,,,,,,,,,,,,,,0.257281810473462,,,,,,,,,,,,,
0.814092,,,,,,,0.156318,,,,,,,,,,,,,,,,,,,,,,,,0.152958843409961,,,,,,,,,,,,,,,,,
0.814511,,,,,0.241151,,,,,,,,,,,,,,,,,,,,,,,,0.2408414784351,,,,,,,,,,,,,,,,,,,
0.814606,,,,,,,,,,,,,0.203448,,,,,,,,,,,,,,,,,,,,,,,,0.20035528480554,,,,,,,,,,,
0.815569,,,,,,,,,,,,,,,,,,,,,0.071489,,,,,,,,,,,,,,,,,,,,,,,,0.0713783123287505,,,
0.816469,,,,,,,,,,,,0.216649,,,,,,,,,,,,,,,,,,,,,,,,0.218396875733756,,,,,,,,,,,,
0.817137,,,,,,,,,,0.202198,,,,,,,,,,,,,,,,,,,,,,,,0.226190542103808,,,,,,,,,,,,,,
0.818434,,,,,,,,,,,,0.217522,,,,,,,,,,,,,,,,,,,,,,,,0.218896581227237,,,,,,,,,,,,
0.818641,,,,0.106687,,,,,,,,,,,,,,,,,,,,,,,,0.106659817714563,,,,,,,,,,,,,,,,,,,,
0.820313,0.195923,,,,,,,,,,,,,,,,,,,,,,,,0.19569948611499,,,,,,,,,,,,,,,,,,,,,,,
0.821275,,,,,,,,,,,,,,,,,,,,,,,,0.064592,,,,,,,,,,,,,,,,,,,,,,,,0.0635133882039337
0.823274,,,,,,,,,,,,,,,,,,,,,,,0.023752,,,,,,,,,,,,,,,,,,,,,,,,0.025053210396907,
0.824041,,0.221696,,,,,,,,,,,,,,,,,,,,,,,,0.222419029787646,,,,,,,,,,,,,,,,,,,,,,
0.824594,,,,,,,,,,,,0.222288,,,,,,,,,,,,,,,,,,,,,,,,0.220669750542427,,,,,,,,,,,,
0.82519,,,,,,,,,,,,,,,,,,,,0.015588,,,,,,,,,,,,,,,,,,,,,,,,0.0173867455758999,,,,
0.826141,,,0.392624,,,,,,,,,,,,,,,,,,,,,,,,0.391814254316048,,,,,,,,,,,,,,,,,,,,,
0.826593,,,,,,,,,,,,,0.212277,,,,,,,,,,,,,,,,,,,,,,,,0.205674465598325,,,,,,,,,,,
0.827766,,,,,0.248727,,,,,,,,,,,,,,,,,,,,,,,,0.248409823510971,,,,,,,,,,,,,,,,,,,
0.828617,,,,,,,0.161383,,,,,,,,,,,,,,,,,,,,,,,,0.159105341989696,,,,,,,,,,,,,,,,,
0.829123,,,,,,,,,,0.211656,,,,,,,,,,,,,,,,,,,,,,,,0.215976823361304,,,,,,,,,,,,,,
0.829629,,,,,,,,,,,0.261928,,,,,,,,,,,,,,,,,,,,,,,,0.262968499492689,,,,,,,,,,,,,
0.830362,,,,,,,,,,,,0.221713,,,,,,,,,,,,,,,,,,,,,,,,0.222452726556634,,,,,,,,,,,,
0.830365,,,,,,,,,,,,0.223293,,,,,,,,,,,,,,,,,,,,,,,,0.222453633830438,,,,,,,,,,,,
0.830729,,,,,,,,,,,,,,,,,,,,,0.0753,,,,,,,,,,,,,,,,,,,,,,,,0.0741856912185664,,,
0.834443,,,,0.106729,,,,,,,,,,,,,,,,,,,,,,,,0.106849058237467,,,,,,,,,,,,,,,,,,,,
0.834841,0.199732,,,,,,,,,,,,,,,,,,,,,,,,0.199651872681013,,,,,,,,,,,,,,,,,,,,,,,
0.836437,,,,,,,,,,,,,,,,,,,,,,,,0.067774,,,,,,,,,,,,,,,,,,,,,,,,0.0663321756654708
0.836531,,,,,,,,,,,,0.225487,,,,,,,,,,,,,,,,,,,,,,,,0.224341338416231,,,,,,,,,,,,
0.838566,,0.226762,,,,,,,,,,,,,,,,,,,,,,,,0.226900240135106,,,,,,,,,,,,,,,,,,,,,,
0.838572,,,,,,,,,,0.224249,,,,,,,,,,,,,,,,,,,,,,,,0.208895596067484,,,,,,,,,,,,,,
0.83907,,,,,,,,,,,,,,,,,,,,,,,0.025679,,,,,,,,,,,,,,,,,,,,,,,,0.0270422757158155,
0.839398,,,0.398943,,,,,,,,,,,,,,,,,,,,,,,,0.399101546858346,,,,,,,,,,,,,,,,,,,,,
0.839851,,,,,,,,,,,,,0.218597,,,,,,,,,,,,,,,,,,,,,,,,0.211840582689538,,,,,,,,,,,
0.840353,,,,,,,,,,,,,,,,,,,,0.018142,,,,,,,,,,,,,,,,,,,,,,,,0.0198755647003282,,,,
0.841023,,,,,0.255046,,,,,,,,,,,,,,,,,,,,,,,,0.256147175107526,,,,,,,,,,,,,,,,,,,
0.841905,,,,,,,,,,,,0.226095,,,,,,,,,,,,,,,,,,,,,,,,0.226129711667193,,,,,,,,,,,,
0.843145,,,,,,,0.165192,,,,,,,,,,,,,,,,,,,,,,,,0.165423645627101,,,,,,,,,,,,,,,,,
0.844887,,,,,,,,,,,,0.226779,,,,,,,,,,,,,,,,,,,,,,,,0.22723301741875,,,,,,,,,,,,
0.84543,,,,,,,,,,,0.26197,,,,,,,,,,,,,,,,,,,,,,,,0.267980469959293,,,,,,,,,,,,,
0.846531,,,,,,,,,,,,,,,,,,,,,0.075342,,,,,,,,,,,,,,,,,,,,,,,,0.0774861779818885,,,
0.84747,,,,,,,,,,,,0.229871,,,,,,,,,,,,,,,,,,,,,,,,0.228275921936725,,,,,,,,,,,,
0.849289,,,,,,,,,,0.235588,,,,,,,,,,,,,,,,,,,,,,,,0.20013646248904,,,,,,,,,,,,,,
0.850003,0.202914,,,,,,,,,,,,,,,,,,,,,,,,0.203720803000548,,,,,,,,,,,,,,,,,,,,,,,
0.850243,,,,0.107399,,,,,,,,,,,,,,,,,,,,,,,,0.107130238414517,,,,,,,,,,,,,,,,,,,,
0.8516,,,,,,,,,,,,,,,,,,,,,,,,0.070328,,,,,,,,,,,,,,,,,,,,,,,,0.0693728947030552
0.85246,,0.231198,,,,,,,,,,,,,,,,,,,,,,,,0.231102226172665,,,,,,,,,,,,,,,,,,,,,,
0.852656,,,0.405262,,,,,,,,,,,,,,,,,,,,,,,,0.40671978047338,,,,,,,,,,,,,,,,,,,,,
0.853443,,,,,,,,,,,,0.229886,,,,,,,,,,,,,,,,,,,,,,,,0.230958683502176,,,,,,,,,,,,
0.854234,,,,,,,,,,,,,,,,,,,,,,,0.028233,,,,,,,,,,,,,,,,,,,,,,,,0.0289880630968154,
0.854278,,,,,0.262622,,,,,,,,,,,,,,,,,,,,,,,,0.264124425083499,,,,,,,,,,,,,,,,,,,
0.854377,,,,,,,,,,,,,0.223034,,,,,,,,,,,,,,,,,,,,,,,,0.218775228287027,,,,,,,,,,,
0.855826,,,,,,,,,,,,0.23207,,,,,,,,,,,,,,,,,,,,,,,,0.232109355783274,,,,,,,,,,,,
0.857671,,,,,,,0.16963,,,,,,,,,,,,,,,,,,,,,,,,0.171679810519095,,,,,,,,,,,,,,,,,
0.858144,,,,,,,,,,,,0.233098,,,,,,,,,,,,,,,,,,,,,,,,0.233264476827667,,,,,,,,,,,,
0.860685,,,,,,,,,,0.228078,,,,,,,,,,,,,,,,,,,,,,,,0.189447128368045,,,,,,,,,,,,,,
0.861227,,,,,,,,,,,0.263898,,,,,,,,,,,,,,,,,,,,,,,,0.274259172756157,,,,,,,,,,,,,
0.861389,,,,,,,,,,,,0.236835,,,,,,,,,,,,,,,,,,,,,,,,0.234930876382485,,,,,,,,,,,,
0.861695,,,,,,,,,,,,,,,,,,,,,0.077267,,,,,,,,,,,,,,,,,,,,,,,,0.0809767482330697,,,
0.865163,0.206725,,,,,,,,,,,,,,,,,,,,,,,,0.207862205963205,,,,,,,,,,,,,,,,,,,,,,,
0.865912,,,0.41221,,,,,,,,,,,,,,,,,,,,,,,,0.414490705270541,,,,,,,,,,,,,,,,,,,,,
0.866043,,,,0.10807,,,,,,,,,,,,,,,,,,,,,,,,0.107803016152544,,,,,,,,,,,,,,,,,,,,
0.866248,,,,,,,,,,,,,,,,,,,,0.02638,,,,,,,,,,,,,,,,,,,,,,,,0.0246707452065436,,,,
0.866761,,,,,,,,,,,,,,,,,,,,,,,,0.07351,,,,,,,,,,,,,,,,,,,,,,,,0.0724763596508906
0.8669,,,,,0.270196,,,,,,,,,,,,,,,,,,,,,,,,0.272011748287032,,,,,,,,,,,,,,,,,,,
0.866985,,0.236264,,,,,,,,,,,,,,,,,,,,,,,,0.235526211932275,,,,,,,,,,,,,,,,,,,,,,
0.867173,,,,,,,,,,,,,,,,,,,0.161486,,,,,,,,,,,,,,,,,,,,,,,,0.157892133916241,,,,,
0.867501,,,,,,,,,,,,,,,,,,,,,,,0.030782,,,,,,,,,,,,,,,,,,,,,,,,0.0307241224756992,
0.868304,,,,,,,,,,0.214274,,,,,,,,,,,,,,,,,,,,,,,,0.182998105574505,,,,,,,,,,,,,,
0.870149,,,,,,,,,,,,0.236858,,,,,,,,,,,,,,,,,,,,,,,,0.239611384254405,,,,,,,,,,,,
0.870179,,,,,,,,,,,,,0.223076,,,,,,,,,,,,,,,,,,,,,,,,0.226320038491034,,,,,,,,,,,
0.871561,,,,,,,0.17595,,,,,,,,,,,,,,,,,,,,,,,,0.177512589399546,,,,,,,,,,,,,,,,,
0.872667,,,,,,,,,,,,0.238792,,,,,,,,,,,,,,,,,,,,,,,,0.240977056485286,,,,,,,,,,,,
0.873851,,,,,,,,,,,0.270843,,,,,,,,,,,,,,,,,,,,,,,,0.280663719030579,,,,,,,,,,,,,
0.874029,,,,,,,,,,0.199836,,,,,,,,,,,,,,,,,,,,,,,,0.179173017860897,,,,,,,,,,,,,,
0.875713,,,,,,,,,,,,0.24103,,,,,,,,,,,,,,,,,,,,,,,,0.242701881520921,,,,,,,,,,,,
0.876857,,,,,,,,,,,,,,,,,,,,,0.080449,,,,,,,,,,,,,,,,,,,,,,,,0.0846165574456421,,,
0.878531,,,0.421041,,,,,,,,,,,,,,,,,,,,,,,,0.422267047852071,,,,,,,,,,,,,,,,,,,,,
0.878886,,,,,0.279654,,,,,,,,,,,,,,,,,,,,,,,,0.279684260687081,,,,,,,,,,,,,,,,,,,
0.879754,,,,,,,,,,0.185398,,,,,,,,,,,,,,,,,,,,,,,,0.176655678807678,,,,,,,,,,,,,,
0.88032,0.211792,,,,,,,,,,,,,,,,,,,,,,,,0.212233648432054,,,,,,,,,,,,,,,,,,,,,,,
0.880456,,,,,,,,,,,,,,,,,,,0.157751,,,,,,,,,,,,,,,,,,,,,,,,0.16264272523587,,,,,
0.88088,,0.240699,,,,,,,,,,,,,,,,,,,,,,,,0.239759731382274,,,,,,,,,,,,,,,,,,,,,,
0.881843,,,,0.10874,,,,,,,,,,,,,,,,,,,,,,,,0.108541847330562,,,,,,,,,,,,,,,,,,,,
0.882049,,,,,,,,,,,,,,,,,,,,0.026422,,,,,,,,,,,,,,,,,,,,,,,,0.028365297621628,,,,
0.882469,,,,,,,,,,,,0.245996,,,,,,,,,,,,,,,,,,,,,,,,0.246927623905741,,,,,,,,,,,,
0.882557,,,,,,,,,,,,,,,,,,,,,,,,0.076066,,,,,,,,,,,,,,,,,,,,,,,,0.0757119873797211
0.882667,,,,,,,,,,,,,,,,,,,,,,,0.032079,,,,,,,,,,,,,,,,,,,,,,,,0.0328241776418427,
0.882937,,,,,,,0.176609,,,,,,,,,,,,,,,,,,,,,,,,0.182423438415213,,,,,,,,,,,,,,,,,
0.884067,,,,,,,,,,,,,0.230025,,,,,,,,,,,,,,,,,,,,,,,,0.23287896574149,,,,,,,,,,,
0.885481,,,,,,,,,,0.170332,,,,,,,,,,,,,,,,,,,,,,,,0.173932024926036,,,,,,,,,,,,,,
0.88592,,,,,,,,,,,,0.246997,,,,,,,,,,,,,,,,,,,,,,,,0.249210169599338,,,,,,,,,,,,
0.886472,,,,,,,,,,,0.279046,,,,,,,,,,,,,,,,,,,,,,,,0.287593892970528,,,,,,,,,,,,,
0.890423,,,,,,,,,,,,0.249778,,,,,,,,,,,,,,,,,,,,,,,,0.252214403616388,,,,,,,,,,,,
0.890545,,,,,,,,,,,,,,,,,,,0.167204,,,,,,,,,,,,,,,,,,,,,,,,0.16629611190079,,,,,
0.890747,,,,,,,,,,,,,,,,,,,,,0.08677,,,,,,,,,,,,,,,,,,,,,,,,0.0879419712808409,,,
0.890874,,,,,0.287855,,,,,,,,,,,,,,,,,,,,,,,,0.287515984102136,,,,,,,,,,,,,,,,,,,
0.89115,,,0.429872,,,,,,,,,,,,,,,,,,,,,,,,0.430614689555561,,,,,,,,,,,,,,,,,,,,,
0.891205,,,,,,,,,,0.155894,,,,,,,,,,,,,,,,,,,,,,,,0.170036647276783,,,,,,,,,,,,,,
0.894727,,,,,,,,,,,,,,,,,0.012002,,,,,,,,,,,,,,,,,,,,,,,,0.0118496850325075,,,,,,,
0.894845,0.216858,,,,,,,,,,,,,,,,,,,,,,,,0.216444115952363,,,,,,,,,,,,,,,,,,,,,,,
0.894922,,,,,,,0.186067,,,,,,,,,,,,,,,,,,,,,,,,0.187948720578297,,,,,,,,,,,,,,,,,
0.895408,,0.244508,,,,,,,,,,,,,,,,,,,,,,,,0.24415745607577,,,,,,,,,,,,,,,,,,,,,,
0.896381,,,,,,,,,,,,0.255534,,,,,,,,,,,,,,,,,,,,,,,,0.256069453449885,,,,,,,,,,,,
0.897011,,,,0.109409,,,,,,,,,,,,,,,,,,,,,,,,0.109078422899198,,,,,,,,,,,,,,,,,,,,
0.897324,,,,,,,,,,,,,0.236344,,,,,,,,,,,,,,,,,,,,,,,,0.239152471520289,,,,,,,,,,,
0.89772,,,,,,,,,,,,,,,,,,,,,,,,0.07862,,,,,,,,,,,,,,,,,,,,,,,,0.0790358205531178
0.897827,,,,,,,,,,,,,,,,,,,,,,,0.035889,,,,,,,,,,,,,,,,,,,,,,,,0.0350181250040826,
0.897907,,,,,,,,,,,,0.255826,,,,,,,,,,,,,,,,,,,,,,,,0.257008820366474,,,,,,,,,,,,
0.898193,,,,,,,,,,0.142088,,,,,,,,,,,,,,,,,,,,,,,,0.165445227369394,,,,,,,,,,,,,,
0.899093,,,,,,,,,,,0.287249,,,,,,,,,,,,,,,,,,,,,,,,0.294752816169984,,,,,,,,,,,,,
0.899563,,,,,,,,,,,,0.256928,,,,,,,,,,,,,,,,,,,,,,,,0.25802867231887,,,,,,,,,,,,
0.902545,,,,,,,,,,,,0.258915,,,,,,,,,,,,,,,,,,,,,,,,0.259925334411778,,,,,,,,,,,,
0.902861,,,,,0.296685,,,,,,,,,,,,,,,,,,,,,,,,0.295659945555257,,,,,,,,,,,,,,,,,,,
0.903769,,,0.438703,,,,,,,,,,,,,,,,,,,,,,,,0.439420972712868,,,,,,,,,,,,,,,,,,,,,
0.904436,,,,,,,,,,,,,,,,,,,0.172896,,,,,,,,,,,,,,,,,,,,,,,,0.171421815732919,,,,,
0.905276,,,,,,,,,,,,,,,,,,,,,0.089951,,,,,,,,,,,,,,,,,,,,,,,,0.0916285036738104,,,
0.907541,,,,,,,0.194898,,,,,,,,,,,,,,,,,,,,,,,,0.194124262416876,,,,,,,,,,,,,,,,,
0.907707,,,,,,,,,,0.128917,,,,,,,,,,,,,,,,,,,,,,,,0.163221095794423,,,,,,,,,,,,,,
0.908098,,,,,,,,,,,,0.267441,,,,,,,,,,,,,,,,,,,,,,,,0.263559181140464,,,,,,,,,,,,
0.908627,,,,,,,,,,,,0.265909,,,,,,,,,,,,,,,,,,,,,,,,0.263905976076539,,,,,,,,,,,,
0.909302,,0.248944,,,,,,,,,,,,,,,,,,,,,,,,0.248159788436475,,,,,,,,,,,,,,,,,,,,,,
0.909311,,,,,,,,,,,,,0.245174,,,,,,,,,,,,,,,,,,,,,,,,0.244862484864726,,,,,,,,,,,
0.909368,0.222552,,,,,,,,,,,,,,,,,,,,,,,,0.220563238239473,,,,,,,,,,,,,,,,,,,,,,,
0.909811,,,,,,,,,,,0.29796,,,,,,,,,,,,,,,,,,,,,,,,0.300789464342676,,,,,,,,,,,,,
0.910527,,,,,,,,,,,,,,,,,0.012673,,,,,,,,,,,,,,,,,,,,,,,,0.0121023288056898,,,,,,,
0.912811,,,,0.110079,,,,,,,,,,,,,,,,,,,,,,,,0.109865452663683,,,,,,,,,,,,,,,,,,,,
0.912866,,,,,,,,,,,,0.271214,,,,,,,,,,,,,,,,,,,,,,,,0.266643767171259,,,,,,,,,,,,
0.912881,,,,,,,,,,,,,,,,,,,,,,,,0.081802,,,,,,,,,,,,,,,,,,,,,,,,0.0827839103245409
0.912992,,,,,,,,,,,,,,,,,,,,,,,0.037815,,,,,,,,,,,,,,,,,,,,,,,,0.0372778816471862,
0.91485,,,,,0.304885,,,,,,,,,,,,,,,,,,,,,,,,0.304022893494677,,,,,,,,,,,,,,,,,,,
0.915757,,,0.447532,,,,,,,,,,,,,,,,,,,,,,,,0.447989997169022,,,,,,,,,,,,,,,,,,,,,
0.919167,,,,,,,,,,,,,,,,,,,,,0.095643,,,,,,,,,,,,,,,,,,,,,,,,0.0954730944466565,,,
0.919528,,,,,,,0.203727,,,,,,,,,,,,,,,,,,,,,,,,0.200167076540215,,,,,,,,,,,,,,,,,
0.919604,,,,,,,,,,,,,,,,,,,0.173565,,,,,,,,,,,,,,,,,,,,,,,,0.17714029877066,,,,,
0.919825,,,,,,,,,,,,0.275191,,,,,,,,,,,,,,,,,,,,,,,,0.27093353352907,,,,,,,,,,,,
0.920977,,,,,,,,,,0.130209,,,,,,,,,,,,,,,,,,,,,,,,0.167055838808616,,,,,,,,,,,,,,
0.921161,,,,,,,,,,,0.308673,,,,,,,,,,,,,,,,,,,,,,,,0.307814072289962,,,,,,,,,,,,,
0.921246,,,,,,,,,,,,0.27474,,,,,,,,,,,,,,,,,,,,,,,,0.271790266621017,,,,,,,,,,,,
